1,from,0.0
2,subject,0.0
3,lines,9.294353842222344E-4
4,organization,0.0114681326557843
5,the,0.015451567756085093
6,in,0.02055242962454951
7,and,0.02263212241834888
8,of,0.023680650382713664
9,to,0.02901274304728889
10,a,0.0345003120228688
11,i,0.03561729027351906
12,edu,0.04598010650918045
13,is,0.04836254696450162
14,for,0.05199372614535437
15,that,0.05947326463986634
16,re,0.06203398826124424
17,it,0.0659416085436737
18,not,0.0712812654741833
19,you,0.07264019038730876
20,have,0.07538783455520634
21,be,0.08100646919264325
22,this,0.08387996444033584
23,s,0.08679801177317449
24,are,0.09277344326215022
25,with,0.09738290506447857
26,t,0.09894482508930541
27,or,0.10370989689042838
28,at,0.1053254457182454
29,writes,0.11025700163709752
30,on,0.11025700163709752
31,if,0.11704008827543948
32,but,0.12052556349328102
33,article,0.1258778753427949
34,one,0.1258778753427949
35,can,0.13325961685780285
36,as,0.13706197411577672
37,what,0.13706197411577672
38,by,0.13899235291299375
39,all,0.13899235291299375
40,me,0.1409427359917645
41,so,0.14291354230128833
42,they,0.151009856514096
43,there,0.1530895493078954
44,was,0.15519247937350905
45,who,0.15519247937350905
46,university,0.15731917186359975
47,com,0.15947016993683538
48,about,0.16384735054229377
49,which,0.16607471716306557
50,your,0.16832875946708248
51,my,0.16832875946708248
52,an,0.17061012416104657
53,do,0.17061012416104657
54,no,0.17762498391695483
55,some,0.17762498391695483
56,we,0.18002259956138492
57,would,0.18740434107639284
58,any,0.18740434107639284
59,he,0.18993069152941283
60,god,0.19508746021035445
61,posting,0.19771981476801875
62,don,0.20038950893156302
63,has,0.20309761727685527
64,only,0.20863361293038682
65,nntp,0.20863361293038682
66,host,0.20863361293038682
67,how,0.20863361293038682
68,will,0.20863361293038682
69,out,0.21146389608218977
70,other,0.21433739132988233
71,just,0.21725543866272098
72,people,0.21725543866272098
73,think,0.22021944138165553
74,more,0.22021944138165553
75,then,0.22323087015169674
76,than,0.22323087015169674
77,does,0.2262912673837861
78,them,0.2262912673837861
79,know,0.22940225197885195
80,may,0.22940225197885195
81,were,0.2325655244705787
82,see,0.24238741983402212
